image_path,image_name,raw_text,sugar_g,calories_kcal,fat_g,protein_g,sodium_mg
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image75_jpeg.rf.2a4d7b4e1684354fec0da1400c565927.jpg,image75_jpeg.rf.2a4d7b4e1684354fec0da1400c565927.jpg,"TakaranSajl30g(3sendokmakan)
18.5SajianperKemasan
JUMLAHPERSAJIAN
Energidari Lemak
EnergiTotal
LemakTotal
39
9%AKG
Kolesterol
bo
49%
LemakJenuh
1.5g
Protein
79%
KarbohidratTotal
18g
19
Gula
159
596
Garam(natrium)
Sukrosa
14g
20mg
1%
VitamunBt&B6
Vitamin&Mineral
VitaminAz
VitaminD3
%651
VitaminE
6%
VtaminB1
25%
6%
VitaninBt2
VitaminB3
VitaminB2
6%
VitaninB6
69%
VitaminB12
po
Kalium
2%
496
Kasium
VitaninD
Fosfor
4%
Seng
4%
PersenAKGberdasarkankebutuhanenergi
4%
tinggiataulebihrendah.
konsultasima
E-mail:iae
BPOMRI
INFOMENA
SCAND",159.0,,1.5,79.0,14.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image78_jpeg.rf.f5f613d22da9e31fd30483276833d413.jpg,image78_jpeg.rf.f5f613d22da9e31fd30483276833d413.jpg,"INFORMASINILAIGIZI/
NUTRITIONFACTS
(MNGANDUNGXAKAOBUBUK(8%)
ROMPOSL-COKELATHTAMCOMPOUND
Takaran saj/Serving Size:22g
SISUOKIMBUSUNTEPUNGTERIGU
2Sajianperkemasan/
LEMAKREAOTIMENGANDUNG
GAPENGENTALOIPATFOSFAT(14128
2Serving perpacking
JUMLAHPERSAJIAN/
ANTOKSIDANTOKOFEROLCAMPURAN
AMOUNTPERSERVING
SUSUBUBUKEKSTRAKMALTGARAM
EnergiTotal/Total Energy:110kka
Energi dari lemak/
PEARSASINTETIKMENTEGA
(TOKOFEROLCAMPURANPEKAT07
IMENGANDUNGANTIOKSIDAN
EnergyFromFat:35kkal
SUSU.PENGEMBANG(NATRIUM
LemakTotal/TotalFat4g
%AKG*
HIOROGENKARBONAT(S0ORAGL
SaturatedFat
LemakJenuh/
6%
MENGANDUNGALERGEN.LIHATDAFTAR
Protein/Protein
3.5g
19%
BAHANYANGDICETAKTEBAL
KarbohidratTotal/
2g
3%
MUNGKINMENGANDUNGKEDELAL
Total Carbohydrate
16g
DIPRODUKSIMENGGUNAKANPERALATAN
BARLEY.RYEDANOAT
5%
YANGJUGAMEMPROSESALMOND
Gula/Sugarr
1g
3%
Garam(Natrium)/
TANPA PEWARNASINTETIK.
Salt(Sodium)
45mg
MANUFACTURED BY
3%
energi2150kkalKebutuhanenergi
Persen AKG berdasarkan kebutuhan
andamungkinlebih tinggiatau lebih
Percent Daly Values are based ona
rendah.
2150kcaldietYourdailyvaluesmay
calorie needs.
behigherorlowerdepending onyour
f
PockyiD",1.0,35.0,4.0,3.5,45.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image7_jpeg.rf.cb731c7ae33dda2c6d49eccd6182ea48.jpg,image7_jpeg.rf.cb731c7ae33dda2c6d49eccd6182ea48.jpg,"MinumanSerbuk
di Indonesia
Sereal No.
INFORMASINILAIGIZI/NUTRITIONFACTS
TakaranSaj/ServingSize：35g（1bungkus/1 sachet)
5SajanperKemasan/ServingsperContainer
JUMLAHPERSAJIAN/AMOUNTPERSERVING
Energi Total/Ttal Energy
150kkal/kcal
Energi dari LemakEnergyfromFat
30kkal/kcal
%AKG/%DV
LemakTotal/TotalFat
3.5g
5%
Kolesterol/Cholesterol
0
mg
0%
LemakJenuh/Saturated Fat
3
99
16%
Protein/Protein
2
KarbohidratTotalTotalCarbohydrate
28
SeratPangan/Dietary Fiber
2
6%
Gula/Sugar
16
Garam(Natrium/Salt(Sodium)
g
210
mg
14%
VtamindanMneralVitaminandMneral
VitaminAVitaminA
%99
Vitamin CVitamin C
10%
VitaminB1Vitamin B1
15%
VitaminB2VitaminB2
20%
VitaminB6Vitamin B6
25%
AsamFolatFolicAcid
30%
VitaminB12/VitaminB12
%96
Vitamin DVitamin D
10%
Vitamin EVitamin E
Kalsium/Calcium
10%
PrKGnK
dieYourDalyVasaybeigherrlwerdpningnyourcaneee
lebingabnPenDayVaearebsedn250c
@energen_id
MAYORA
nutrition
POBox6138.Jakarta1840.Indonesia
Satu lagi dari
MAYORA
pSeSerPKai",16.0,150.0,3.5,2.0,210.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image81_jpeg.rf.09b5f5e1e8505b36cc3e291e2363c04e.jpg,image81_jpeg.rf.09b5f5e1e8505b36cc3e291e2363c04e.jpg,"Jaguung
Pourthepackagecontentsintoapan
Masak
sambil
dladuk
Senn PeoyepenISerd
lembutdanlezatpraktissebagal
sup
imer Minuman (Mengandung Susu).
uRasaJagungMengandungPewarna
Garam.Pati Jagung(6%)）.Susu Skim
ayuranKering (Mengandung Jagung
gandungAntioksidanAifaTokoferoll.
dimaburikejuparut.
tamat.DinatriumSRibonukleotida),
masi alergen.Mengandung alergen.
tebalMungkin mengandung telur.
ngkedelai dankacang pohon.
INFORMASINILAIGIZI
iry Creamer(Contains Milk),Sugar,
(NUTRITIONFACTS)
wder.ConFlour(596).DriedVegetable
3.5Sajian perKemasan(Servingsper Pack)
Takaransaji(Servingsize)15g
Flavour (Contain Antioxidant Alpha
Monosodium GlutamateDisodium
turalFlavour.Allergen Information.
EnergiTotal(TotalCalorles)
Energidarilemak(Caloriesfromfot)10kkal/co)
50kkal/Cal
ldMaycontaineg.sh.crustacean
LemakTotal(Total Fat)
%AKG(%DV)*
BPOMRI
Kolesterol(Cholesterol)
Omg
1g2%
Lemak trans(TransFat)
DAESANG
LemakJenuh(SaturatedFat)
Og
1g
4%
096
Agung lredoneain
Protein(Protein)
Karbohidrat Total
1g
2%
(TotalCarbohydrate)
Gula(Sugars)
10g
3%
rendah.",10.0,10.0,1.0,1.0,6.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image82_jpeg.rf.fd6ebc565968ab253bd0f28097222605.jpg,image82_jpeg.rf.fd6ebc565968ab253bd0f28097222605.jpg,"Nestle
Nestle
INFORMASINILAIGIZI
600
Sajianperkemasan:
5
JUMLAHPERSAJIAN
Energi total
120kkal
Energidanilemak
5kkal
0,59
%AKG-
Lemak total
0%
1%
LemakJonuh
9
Protein
25
9
8%
3%
Karbohidrat total
1
9
Seratpangan
9
4%
Garam (natrium)
Gule
135mg
3
9
9%
Vitamindanmineral
VitaminB2（Riboflavin)
25%
Vitamin B3(Niasin）
%00
VitaminBs(AsamPantotenat)
VitaminB6（Piridoksin)
30%
35%
Kalsium
10%
15%
Fostor
ZatBesi
15%
49%
PersenAKG berdasarkankebutuhan energi2150kkal.Kebutuhan
energi Andamungkinlebih tinggi atau lebihrendah.
KOMPOSISI
Serealia81%(SemolinaJagung.BijiJagung
Utuh26%).Gula,2Mineral.SirupGlukosa
NabatiAntioksidanTokoferol CampuranPekat
EkstrakMalt(Barli),Garam,Pengemulsi
PremiksVitamin&Mineral.
Mengandung alergen,lihat daftar bahanyang
Dapatmengandung susu dan tree nuts.
dicetak tobal.
Good toTalk",2.0,120.0,5.0,25.0,135.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image83_jpeg.rf.f9f023678cf7955162be125260682165.jpg,image83_jpeg.rf.f9f023678cf7955162be125260682165.jpg,"LOTTE
CHOCOLATE
LOTTE
KOALA
Komposisi:Cokelat Compound Susu(60.68%).
BISKUITISIKRIMRASACOKELAT
TepungTeriguPatiJagung.Lemak Reroti Nabati
(Mengandung Antioksidan Tokoferol).Gula,Telur,
GulaIverPenstabiKalsiumKarbonaPengembang
DHOCOLATE
(Ammonium Bikarbonat.NatriumBikarbonat).
SNACK
Garam,PewarnaAlami KaramelKelas1/E.150a.
Perisa Sintetik （Cokelat,Susu,Vanila)
Mengandung alergen,lihat daftar bahan yang
Mengandung Alergen:Susu,Gluten,Telur
dicetak tebal
Dapat Mengandung Alergen:Kacang pohon
(snu)
Simpan di tempat sejuk dan kering.
BSKUITS
RASACOAELA
TakaranSap:1pak(37g)
1SajianperKemasan
JUMLAHPERSAJIAN
10
Lomak Totat
%AKG
16
Karbohidrat Total
Gula
aram(Natrium)
20%
6%",20.0,,,,20.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image84_jpeg.rf.a339bf8e44ff4638b1d7dee06f21b4bc.jpg,image84_jpeg.rf.a339bf8e44ff4638b1d7dee06f21b4bc.jpg,"IDINFORMASINILAIGIZI
4.5n.
2%
JUMLAH PERKEMASAN(17g)
Serving Size:17g
ServingsPerPackc5
Nostles
3n.
15%
EnergiTotal
90kkal
ArountPerServing
5.
1%.
Energidarilemak
45kkal
Energy.
89kcal
%REI/RNI
1n
4.5g
%AKG
Fat
4.7g
4%
20.n
3%
Lemak Total
LemakJenuh
3g
15%
79
TransFatty Acid
Saturated Fat
0.1g
3.1g
10.Mn
0%
Kolesterol
2mg
1%
Cholesterol
Nestle.
40NT
1%
Protein
19
2%
Sodium
2.0mg
Karbohidrat Total
11mg
Goodfo
109
%E
Carbohydrates
)
DEP7
GulaTotal
79
TotalSugars
10.3g
Laktosa
10mg
5
Dietary Fiber
729
PersenAKGberdayarkankebtanenergi
Garam(natrium)
1%
Protein
0.3g
nonebunpnsue
tinlebih
BesedonPDR2015fo
1.29
SEBELUM
USEBY
banhxop（7
gtanahdan reenuts.
iboc/uam
duong boc
h
ung
8B%.5",10.3,89.0,3.0,0.3,2.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image85_jpeg.rf.0cee56499e7b6fe4187dde8729ae9ad8.jpg,image85_jpeg.rf.0cee56499e7b6fe4187dde8729ae9ad8.jpg,"MinumanSerbuk
diInde
SerealNo
INFORMASINILAIGIZI/NUTRITIONFACTS
TakaranSaj/Serving Size:35g(1bungkus/1sachet)
5SajianperKemasan/ServingsperContainer
JUMLAHPERSAJIANIAMOUNTPERSERVING
EnergiTotalTotalEnergy
Energidari Lema/Energy fromFat
150kal/kcal
kkalkcal
Lemak Total/Total Fat
3.5g
%AKG'%DV""
Kolesterol/Cholesterol
Lemak Jenuh/SaturatedFat
mg
Protein/Protein
KarbohidratTotal/TotalCarbohydrate
Gula/Sugar
SeratPangan/DietaryFiber
66
6%
Garam(Natrium)/Salt(Sodium)
210
%1
VitamindanMineralVitamin andMineral
VitaminAVitaminA
Vitamin C/Vitamin C
VitaminB1VitaminB1
VitaminB2/VitaminB2
VitaminB6/VitaminB6
AsamFolatFolicAcid
VitaminB12/VitaminB12
%06
VitaminD/VitaminD
Vitamin E/VitaminE
15%
Kalsium/Calcium
10%
gP
PeenKGe5a
eoDybgrnngd
@energen id
LUTORABKAEKA
MAYORA
SOMESYAsevICe:
nutrition
Satu lagi dar
MAYORA",,150.0,3.5,,210.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image89_jpeg.rf.d73c4a7dde3749692b56444fd0d16bf7.jpg,image89_jpeg.rf.d73c4a7dde3749692b56444fd0d16bf7.jpg,"ung Gula,Garam,P
enguat
RasaDi
iumGuanilatDinatriumInosinat,
LIFEISN
AsamAskorbat,All
rol danBHA,Kedelai Gandum).
Sapi (0.01%).
ergenatfa
gdicetaktebal
INGRE
DIENTS:
52%）.PalmOlein OilBeefBarb
Seasoning (contains
FlavourEnhancer Monosodium
mate, Milk Powder,
Enfl
ncer Disodium Guanylate
Sodium Inosinate,
antAsbicAcid,AlphaTocopheroland
Soybean,Wheat)
xtract(0.or%).
ins allergen,refertohighlightedwords.
LAYANAN
Ind
0800
Jatak Piod
INFORMASI NILAIGIZI
TakaranSaji20g
3SajianperKemasan
JUMLAHPERSAJIAN
EnergiTotal
110kkal
Energidari Lemak
60kkal
%AKG*
Lemak Total
6
9
%6
LemakJenuh
3
14%
Protein
2
g
3%
Karbobidrat Total
11
9
3%
Gula
115
0
mg
g
Caram(Natrium)
8%",115.0,,60.0,2.0,8.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image91_jpeg.rf.ad4cf19e1f34dd0d8b458099128e9c2c.jpg,image91_jpeg.rf.ad4cf19e1f34dd0d8b458099128e9c2c.jpg,"KOMPOSIS
(mengand
LIFEISNEVE
tiattarbahanyangdicetak tebal
Flav
erDiso
Alpha
Sdium
ngunposgpueae
tAscorbn
ergenref
ptohighijghtedwo
AYAFNKONSUMEN
Infofood
INFORMASINILAIGIZI
0801156888
3SajianperKemasan
Takaran Saji 20g
Energi Total
JUALAHPERSAJIAN
110kkal
Eergi dari Lemak
50kkal
%AKG*
Lem.kTotal
LemskJenuh
12%
9%
Protein
2.5
9
2%
Karbohidrat Total
12
g
4%
Garam(Natrium)
Gula
90
、
9
6%
""PersenAKG berdas
nenergia",90.0,110.0,50.0,2.5,90.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image92_jpeg.rf.9ed3a7abcb86e1ec3f6bdd0270a2efec.jpg,image92_jpeg.rf.9ed3a7abcb86e1ec3f6bdd0270a2efec.jpg,"JUMLAHPERSAJIAN
smallanper kemoaan
Energitotal
Energi dari lemak
60kkal
30kka!
%AKG
Lemakjenuh
Lemaktotal
3.59
5%
Protein
Karbohldrattotal
19
6g
2%
Seratpangan
0g
0%
Gula
Garam (Natrium)
35mg
29%6
hlhon(mgandinygkollnlntap
intor
LAYANANKO
1500-
180",35.0,,60.0,19.0,35.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image94_jpeg.rf.4b6f78c7d0417bbc2e7ed15b0b0a704e.jpg,image94_jpeg.rf.4b6f78c7d0417bbc2e7ed15b0b0a704e.jpg,"Nestle
Sajian per kemasan:2
Takaran saji:30g
JUMLAHPERSAJIAN
Energitotal
Energi dari Lemak
110kkal
5kkal
Lemaktotal
%AKG-
9
Protein
Lemakjenuh
29
09
Karbohidrat total
Serat pangan
249
Guta
68
29
Garam(Natrium)
35mg
2%
Vitamindanmineral
VitanB2IRiboflavinl
25
VitaminB5[AsamPantotenat
Vitamin B3(Niasin]
ViaminB6IPiridoksin
Vitamin B9 IAsam Falatl
Katsium
10%
ZatBesi
15.%
15%
rgi2150kkaL
RE010388
KOMPOSISI
danPe
GoodtoTall
(www sahabatnestle co id)
0-80018-21028
COMPAoduita Noa S.A.",,,110.0,29.0,35.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image96_jpeg.rf.58f8873033b712bb684d97114e6c1a36.jpg,image96_jpeg.rf.58f8873033b712bb684d97114e6c1a36.jpg,"INFORMASI NILAIGIZI
%AKG/%DV
2015815610586
(NUTRITIONFACTS)
ru
40
97
1215
(odso)
Kalium(Potasslum)
vingperContainer
%%%%%%2%%%
(nen)
AU
286566
UUE
uILue",,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image98_jpeg.rf.d27eee7c0b815f192ce89c7adc74c93a.jpg,image98_jpeg.rf.d27eee7c0b815f192ce89c7adc74c93a.jpg,"INFORMASINILAIGIZI
ssaianperkemasan
skaransaj:10g
JUMLAHPERSAJIAN
60kkal
Energi total
Energi dari lemak
30kkal
%/AKG'
Lemaktotal
3.59
5%
Lemakjenuh
1.5
Protein
19
6g
Karbohidrat tota!
0g
0%
Serat pangan
Guis
35mg
2%
Gsran(Natnium)
flavor
cningcontainnonothd
naturalSw
inboid.
stit
LAYANANKO
1500
180",,30.0,30.0,19.0,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image9_jpeg.rf.69304876248483055846a3e24851d441.jpg,image9_jpeg.rf.69304876248483055846a3e24851d441.jpg,"Tiriskan airnya,bukapenutuprya,tambaka
bumbu,minyak,kecap dan saoscabe.
Aduksampain
erata,
bawang
diatasmi.Mie
edaap
INFORMASI
NILAIGIZI
JUMLAHPERSAJIAN
%AKG*
JUMLAHPERSAJIAN
%AKG*
Lemaktotal
18g
26%
Karbohidrat total
49g15%
a1bungkus(81g)
Kolesterol
0mg
0%
Seratpangan
6g19%
inpen Kemasan
Lemak jenuh
Bg
39%
Gula
6g
itotal390kikal
Protein
7g
12%
Garam(Natrium)
920mg61%
VtaminB3
30%
Zat Besi
29
VtaminB9
25%
honeherg:onde.n",6.0,,18.0,7.0,920.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image_85bb86ac-5358-46ee-8841-036760418da7_jpg.rf.528e1f1e414d6ec3b39df1f9fd47900a.jpg,image_85bb86ac-5358-46ee-8841-036760418da7_jpg.rf.528e1f1e414d6ec3b39df1f9fd47900a.jpg,"AUX E-U.A.
Nutrition Facts
Valeur nutritive
Per 1bag （60g)/pour1 sac（60g)
Calories 320
%Daily Value*
%valeur quotidienne*
Fat/Lipides17g
23%
Saturated/satures9g
+Trans/trans0g
45%
Omega-6/omega-61.5g
Omega-3/omega-30.1g
Monounsaturated/monoinsatures6g
Carbohydrate/Glucides 36g
Fibre/FibresOg
0%
Sugars/Sucres 18g
18%
Protein/Proteines4g
Cholesterol/Cholesterol5mg
Sodium 180mg
8%
Potassium 100mg
2%
Calcium50mg
4%
lron/Fer1.25mg
7%
*5%or less is a little,15%ormore is a lot
*5%oumoinscestpeu,5%ouplusc'estbeaucoup",18.0,320.0,,4.0,180.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\images-2-_jpeg.rf.a23ebdc8331195a7151aa7d8291cce1d.jpg,images-2-_jpeg.rf.a23ebdc8331195a7151aa7d8291cce1d.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0015_jpg.rf.786585c23dced731d60f5f01d9b01b6d.jpg,IMG-20250321-WA0015_jpg.rf.786585c23dced731d60f5f01d9b01b6d.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0017_jpg.rf.5f8b2323b5e9aa0935d7eb4df29d0fd0.jpg,IMG-20250321-WA0017_jpg.rf.5f8b2323b5e9aa0935d7eb4df29d0fd0.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0019_jpg.rf.789e3e8304b3ad3b87094bd5c10b3ae8.jpg,IMG-20250321-WA0019_jpg.rf.789e3e8304b3ad3b87094bd5c10b3ae8.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0021_jpg.rf.5ca090d42fe5e0e8994c7f3ed2d6b177.jpg,IMG-20250321-WA0021_jpg.rf.5ca090d42fe5e0e8994c7f3ed2d6b177.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0025_jpg.rf.78b0b457769edd7904829c823bde3a08.jpg,IMG-20250321-WA0025_jpg.rf.78b0b457769edd7904829c823bde3a08.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0029_jpg.rf.2e5cab8a1bf4d54e473b431af225bded.jpg,IMG-20250321-WA0029_jpg.rf.2e5cab8a1bf4d54e473b431af225bded.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0031_jpg.rf.ade6beafd62fe76677eb644552703ce3.jpg,IMG-20250321-WA0031_jpg.rf.ade6beafd62fe76677eb644552703ce3.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0033_jpg.rf.4101f378f476d05b27fd18cc6fa06867.jpg,IMG-20250321-WA0033_jpg.rf.4101f378f476d05b27fd18cc6fa06867.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0037_jpg.rf.2c52900da0acf48baafbf5645ec0edf9.jpg,IMG-20250321-WA0037_jpg.rf.2c52900da0acf48baafbf5645ec0edf9.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250321-WA0043_jpg.rf.6035cc9cf0cf6af2794b5ba83540ad6c.jpg,IMG-20250321-WA0043_jpg.rf.6035cc9cf0cf6af2794b5ba83540ad6c.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0011_jpg.rf.1448d5128dd0b2e059128eb3a512cca1.jpg,IMG-20250509-WA0011_jpg.rf.1448d5128dd0b2e059128eb3a512cca1.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0012_jpg.rf.b22c88062935e56edbe42e5a945d0317.jpg,IMG-20250509-WA0012_jpg.rf.b22c88062935e56edbe42e5a945d0317.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0013_jpg.rf.5b94ad284239087b66df65631f4d935a.jpg,IMG-20250509-WA0013_jpg.rf.5b94ad284239087b66df65631f4d935a.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0014_jpg.rf.1fb7eab1c8c627377f0b0613214bdbd4.jpg,IMG-20250509-WA0014_jpg.rf.1fb7eab1c8c627377f0b0613214bdbd4.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0015_jpg.rf.e8f8a440c31cb738f454fbac52b54e9a.jpg,IMG-20250509-WA0015_jpg.rf.e8f8a440c31cb738f454fbac52b54e9a.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0016_jpg.rf.e6bcdb6da80052a2e23d9cdb9540a62c.jpg,IMG-20250509-WA0016_jpg.rf.e6bcdb6da80052a2e23d9cdb9540a62c.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0017_jpg.rf.15e380235abf10a3c05576ad4f33f9be.jpg,IMG-20250509-WA0017_jpg.rf.15e380235abf10a3c05576ad4f33f9be.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0018_jpg.rf.3ddf68c770f279b264d0cf8a6a175cc7.jpg,IMG-20250509-WA0018_jpg.rf.3ddf68c770f279b264d0cf8a6a175cc7.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0021_jpg.rf.6cfd5395282bcac3e358c01f00f454fb.jpg,IMG-20250509-WA0021_jpg.rf.6cfd5395282bcac3e358c01f00f454fb.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0022_jpg.rf.ebd8595a09f1f2b6965579d1f6de57c9.jpg,IMG-20250509-WA0022_jpg.rf.ebd8595a09f1f2b6965579d1f6de57c9.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0024_jpg.rf.de79a710136e50a9cd13db2a740651b5.jpg,IMG-20250509-WA0024_jpg.rf.de79a710136e50a9cd13db2a740651b5.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0025_jpg.rf.9be49fdc38b6e25e53c49f42baf18f3c.jpg,IMG-20250509-WA0025_jpg.rf.9be49fdc38b6e25e53c49f42baf18f3c.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0030_jpg.rf.f0cae2b3af6f30a8641301afc2ae9c4a.jpg,IMG-20250509-WA0030_jpg.rf.f0cae2b3af6f30a8641301afc2ae9c4a.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0032_jpg.rf.46991e4e2da75a4ac9678ea739eec783.jpg,IMG-20250509-WA0032_jpg.rf.46991e4e2da75a4ac9678ea739eec783.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0033_jpg.rf.b791d4ff853416e92bcec732ce852631.jpg,IMG-20250509-WA0033_jpg.rf.b791d4ff853416e92bcec732ce852631.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0035_jpg.rf.cbf58d669475da1dc3fd6ff9ede7f40f.jpg,IMG-20250509-WA0035_jpg.rf.cbf58d669475da1dc3fd6ff9ede7f40f.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0036_jpg.rf.a20669937b11775976da7cc98ada00aa.jpg,IMG-20250509-WA0036_jpg.rf.a20669937b11775976da7cc98ada00aa.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\IMG-20250509-WA0039_jpg.rf.1970185470e9419f1bfa92999b973680.jpg,IMG-20250509-WA0039_jpg.rf.1970185470e9419f1bfa92999b973680.jpg,,,,,,
